start_date,end_date,date_text,event_name,city,status,unconfirmed,date_notes,notes,source_url,source_domain,source_page
2026-09-18,2026-09-18,9/18,Oakland Park Latin Fest,Oakland Park,active,False,,,https://www.oaklandparkfl.gov/601/Latin-Fest,www.oaklandparkfl.gov,https://festivalguidesandreviews.com/florida-festivals/
2026-09-18,2026-09-20,9/18-9/20,South Gulf Coast Florida Vintage Market Days,Fort Myers,active,False,,,https://vintagemarketdays.com/market/south-gulf-coast-florida/,vintagemarketdays.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-18,2026-09-20,9/18-9/20,Everybody’s Favorite Barbecue and Hot Sauce Festival: Jacksonville,Jacksonville,active,False,,,https://everybodysfavoritefestival.com/cities/,everybodysfavoritefestival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-18,2026-09-20,9/18-9/20,Wicked Barley’s Oktoberfest,Jacksonville,active,False,,,https://www.facebook.com/events/2162612230981479,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-18,2026-09-20,9/18-9/20,Raprager Family Farm’s Fall Festival I,Odessa,active,False,,,https://rapragerfarm.com/fall-festival,rapragerfarm.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-18,2026-09-20,9/18-9/20,Gulf Coast Jazz Festival: Fall Edition,Pensacola,active,False,,,https://www.gulfcoastsummerfestjazzedition.com/event-information,www.gulfcoastsummerfestjazzedition.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-18,2026-09-20,9/18-9/20,Mega Night Market Mid Autumn Moon Festival,Tampa,active,False,,,https://www.facebook.com/events/1284259827148018/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,Gail Baker Community Center Fall Festival,Atlantic Beach,active,False,,,https://coab.us/Calendar.aspx?EID=10140&month=5&year=2026&day=7&calType=0,coab.us,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,Clermont Sips and Salsa,Clermont,active,False,,,https://www.clermontfl.gov/254/Events,www.clermontfl.gov,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,Fabulous 50’s Festival,Newberry,active,False,,,https://www.facebook.com/events/2002639217252905/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,Key Lime and Tropical Festival,Punta Gorda,active,False,,,https://www.fishermensvillage.com/events,www.fishermensvillage.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,Deviant Wolfe Oktoberfest,Sanford,active,False,,,https://www.facebook.com/events/873075262293069,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,Williston Fiesta,Williston,active,False,,,https://www.facebook.com/events/1294119272429922/?acontext=%7B%22event_action_history%22%3A[%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22groups_highlight_units%22%7D]%2C%22ref_notif_type%22%3Anull%7D,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-19,9/19,DogFest Winter Park,Winter Park,active,False,,,https://www.facebook.com/events/1605553004206747/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-19,2026-09-20,9/19-9/20,Fall Festival at Amber Brooke Farms I,Williston,active,False,,,https://amberbrookefarms.com/,amberbrookefarms.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-24,2026-09-26,9/24-9/26,City of Oviedo Oktoberfest,Oviedo,active,False,,,https://www.eventbrite.com/e/oviedo-oktoberfest-2026-tickets-1988317980604,www.eventbrite.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-24,2026-09-27,9/24-9/27,St. Augustine Songwriters Festival,St. Augustine,active,False,,,https://www.facebook.com/staugustinesongwritersfestival/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-25,9/25,Leesburg Fiesta en la Plaza,Leesburg,active,False,,,https://www.facebook.com/events/1744896233619604,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-25,9/25,Main Street Marianna Fall Festival,Marianna,active,False,,,https://www.facebook.com/events/2347117706049657/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-26,9/25-9/26,High Springs Fall Festival,High Springs,active,False,,,https://highsprings.com/fall-festival-september-2026/,highsprings.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-26,9/25-9/26,Oktoberfest at Bluewater Bay,Niceville,active,False,,,https://www.midbayrotaryclub.org/events,www.midbayrotaryclub.org,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-26,9/25-9/26,Smokin’ in the Pines BBQ Festival,Perry,active,False,,,http://www.smokininthepinesbbq.com/,www.smokininthepinesbbq.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-26,9/25-9/26,Traditional German American Friendship Society of Pinellas Oktoberfest I,Pinellas Park,active,False,,,https://www.facebook.com/GermanTampa,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-27,9/25-9/27,Destin Seafood Festival,Destin,active,False,,,https://www.facebook.com/DestinSeafoodFest/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-27,9/25-9/27,Jacob City Day,Jacob City,active,False,,,https://www.facebook.com/photo/?fbid=10164264453070138&set=gm.26824830037154386&idorvanity=189497904447628,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-27,9/25-9/27,Raprager Family Farm’s Fall Festival II,Odessa,active,False,,,https://rapragerfarm.com/fall-festival,rapragerfarm.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-25,2026-09-27,9/25-9/27,Pensacola Seafood Festival,Pensacola,active,False,,,https://www.pensacolaseafoodfestival.com/,www.pensacolaseafoodfestival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Bartow Fall Fest,Bartow,active,False,,,https://mainstreetbartowfl.com/event-calendar,mainstreetbartowfl.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,German American Society Oktoberfest I,Hollywood,active,False,,,https://www.germanamericanclubhollywood.org,www.germanamericanclubhollywood.org,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Howey Artisan Market at Mission Resort and Club VI,Howey in the Hills,active,False,,,https://www.facebook.com/events/1618016786356990/1618018013023534/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Largo Evening Market VII,Largo,active,False,,,https://www.playlargo.com/special_events_detail_T40_R81.php,www.playlargo.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Space Coast Pride Festival,Melbourne,active,False,,,https://spacecoastpride.org/,spacecoastpride.org,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Mount Dora Viva La Frida,Mount Dora,active,False,,,https://mountdoraart.com/mount-dora-viva-la-frida-festival/,mountdoraart.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,International Food and Drink Festival,Orlando,active,False,,,https://www.instagram.com/internationalfoodanddrinkfest/,www.instagram.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Lake Nona Oktoberfest,Orlando,active,False,,,https://www.eventbrite.com/e/lake-nona-oktoberfest-2026-stein-hoisting-competition-tickets-1994830603033,www.eventbrite.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Moon Over Avalon Night Market,Orlando,active,False,,,https://www.facebook.com/Orlando.Moon.Festival/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Panacea Blue Crab Festival,Panacea,active,False,,,https://www.visitpanacea.org/blue-crab-festival,www.visitpanacea.org,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-26,9/26,Experience Asia Festival,Tallahassee,active,False,,,https://asiantlh.org/events/2026-EA,asiantlh.org,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-27,9/26-9/27,Bedner’s Fall Festival I,Boynton Beach,active,False,,,https://bedners.com/fall-festival/,bedners.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-27,9/26-9/27,Mayhem Ranch Fall Festival I,Morriston,active,False,,,https://mayhemranchfla.com/event/mayhem-ranch-fall-festival/,mayhemranchfla.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-27,9/26-9/27,Port St. Lucie Bacon and BBQ Festival,Vero Beach,active,False,,,https://www.pottcevents.com/treasure-coast-bacon-fest.html,www.pottcevents.com,https://festivalguidesandreviews.com/florida-festivals/
2026-09-26,2026-09-27,9/26-9/27,Fall Festival at Amber Brooke Farms II,Williston,active,False,,,https://amberbrookefarms.com/,amberbrookefarms.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-02,2026-10-03,10/2-10/3,Traditional German American Friendship Society of Pinellas Oktoberfest II,Pinellas Park,active,False,,,https://www.facebook.com/GermanTampa,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-02,2026-10-03,10/2-10/3,Royal Palm Beach Rock-N Fall Fest,Royal Palm Beach,active,False,,,https://www.pottcevents.com/rpb-fall-fest.html,www.pottcevents.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-02,2026-10-04,10/2-10/4,Millennial Brewing Co. Oktoberfest,Fort Myers,active,False,,,https://www.facebook.com/events/838491861953733/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-02,2026-10-04,10/2-10/4,Oakland Park Oktoberfest,Oakland Park,active,False,,,https://www.oaklandparkfl.gov/228/Oktoberfest,www.oaklandparkfl.gov,https://festivalguidesandreviews.com/florida-festivals/
2026-10-02,2026-10-04,10/2-10/4,Raprager Family Farm’s Fall Festival III,Odessa,active,False,,,https://rapragerfarm.com/fall-festival,rapragerfarm.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-02,2026-10-04,10/2-10/4,Fall Festival at Amber Brooke Farms III,Williston,active,False,,,https://amberbrookefarms.com/,amberbrookefarms.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Orlando’s Original Oktoberfest I,Casselberry,active,False,,,https://www.orlandogermanclub.com/events/,www.orlandogermanclub.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,St. Joe Fall Festival,Dade City,active,False,,,https://www.facebook.com/events/1024122760034948/?rdid=ZVFJm54lHu9gWBds&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F196ovWr1F2%2F,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Island Hop Craft Beer Festival,Fernandina Beach,active,False,,,https://www.fernandinamainstreet.com/all-events-1/island-hop-craft-beer-fest,www.fernandinamainstreet.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Dog Daze,Fort Walton Beach,active,False,,,https://www.facebook.com/DogDazeFWB,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Gainesville Pride Festival,Gainesville,active,False,,,https://www.facebook.com/PrideCommunityCenter,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Green Cove Springs Soul Food and Music Festival,Green Cove Springs,active,False,,,https://carimenia.wixsite.com/mysite,carimenia.wixsite.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Depot Days Festival,Milton,active,False,,,https://www.facebook.com/profile.php?id=100057149273591,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Mulberry Hispanic Heritage Festival,Mulberry,active,False,,,https://cityofmulberryfl.org/city-programs/,cityofmulberryfl.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Fall Festival at Plato Academy,St. Petersburg,active,False,,,https://platoacademy.net/event/fall-festival-2026/,platoacademy.net,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Piertoberfest,St. Petersburg,active,False,,,https://www.facebook.com/events/2946600862339864/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Rise of the Pyrate Republic,Sebastian,active,False,,,https://www.facebook.com/events/barefoot-blvd-sebastian-fl-32976-united-states/the-rise-of-the-pyrate-republic/26843550675246933/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-03,10/3,Central Florida Peanut Festival,Williston,active,False,,,https://www.facebook.com/profile.php?id=100069017546457,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-04,10/3-10/4,Bedner’s Fall Festival II,Boynton Beach,active,False,,,https://bedners.com/fall-festival/,bedners.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-04,10/3-10/4,Flamingo Gardens Harvest Festival I,Davie,active,False,,,https://flamingogardens.org/events/,flamingogardens.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-04,10/3-10/4,Mayhem Ranch Fall Festival II,Morriston,active,False,,,https://mayhemranchfla.com/event/mayhem-ranch-fall-festival/,mayhemranchfla.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-04,10/3-10/4,Fruitville Grove Pumpkin Festival I,Sarasota,active,False,,,https://fruitvillegrovefarm.com/festival/,fruitvillegrovefarm.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-04,10/3-10/4,HorsePower For Kids Fall Festival I,Tampa,active,False,,,https://www.facebook.com/HorsePowerforKids/events,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-03,2026-10-04,10/3-10/4,Arts and Crafts Festival at Brownwood Paddock Square: Fall,The Villages,active,False,,,https://www.thevillagesentertainment.com/festivals-and-special-events/brownwood-arts-crafts-festival-2/,www.thevillagesentertainment.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-04,2026-10-04,10/4,Taste of Latino: St. Augustine,St. Augustine,active,False,,,https://www.facebook.com/events/1276599440951372,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-08,2026-10-11,10/8-10/11,Suwannee Roots Revival,Live Oak,active,False,,,http://www.suwanneerootsrevival.com/,www.suwanneerootsrevival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-08,2026-10-11,10/8-10/11*,Port Orange Family Days,Port Orange,cancelled,True,,CANCELLED,https://poctrust.org/event/family-days-2025/,poctrust.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-09,10/9,A Night of the Mystic Arts,Casselberry,active,False,,,https://historiccasselberry.com/night-of-the-mystic-arts,historiccasselberry.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-10,10/9-10/10,239 Punk Ska Reggae Fest,Cape Coral,active,False,,,https://www.facebook.com/239punkskafest,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-10,10/9-10/10,Baytowne Wharf Beer Festival at Sandestin,Miramar Beach,active,False,,,http://www.baytownebeerfestival.com/,www.baytownebeerfestival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-10,10/9-10/10,Avalon Park Oktoberfest,Orlando,active,False,,,https://avalonparkorlando.com/festivals/,avalonparkorlando.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-10,10/9-10/10,Buona Fortuna Festa Italiana,Pensacola,active,False,,,https://www.facebook.com/sonsofitalybuonafortuna,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Oktoberfest of the Palm Beaches I,Lake Worth Beach,active,False,,,https://americangermanclub.org/signature-events/oktoberfest/,americangermanclub.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Serb Fest,Longwood,active,False,,,https://www.facebook.com/StPetka/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Oktoberfest Miami I,Miami,active,False,,,https://www.eventbrite.com/e/oktoberfest-miami-2026-the-biggest-german-beer-festival-tickets-1994591970276,www.eventbrite.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Cotee River Bike Fest,New Port Richey,active,False,,,https://www.facebook.com/coteeriverbikefest/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Raprager Family Farm’s Fall Festival IV,Odessa,active,False,,,https://rapragerfarm.com/fall-festival,rapragerfarm.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Pirates of the High Seas Fest,Panama City Beach,active,False,,,https://www.visitpanamacitybeach.com/pirates-of-the-high-seas/,www.visitpanamacitybeach.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-11,10/9-10/11,Oktoberfest Tampa,Tampa,active,False,,,https://www.oktoberfesttampa.com/,www.oktoberfesttampa.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-09,2026-10-12,10/9-10/12,Fall Festival at Amber Brooke Farms IV,Williston,active,False,,,https://amberbrookefarms.com/,amberbrookefarms.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,The Heart and Soul Music Festival,Apopka,active,False,,,https://www.facebook.com/HeartandSoulMusicFestival,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Cowtown BBQ and Country Music Fest,Arcadia,active,False,,,https://www.eventbrite.com/e/cowtown-bbq-country-music-fest-tickets-1989967865454?aff=erelexpmlt,www.eventbrite.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Crystal River Scarecrow Fest,Crystal River,active,False,,,https://www.discovercrystalriverfl.com,www.discovercrystalriverfl.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Pioneer Florida Museum and Village Scarecrow Festival,Dade City,active,False,,,https://www.facebook.com/events/1026333513248735,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Deerfield Beach Fall Festival,Deerfield Beach,active,False,,,https://www.deerfield-beach.com/1407/Fall-Festival,www.deerfield-beach.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,German American Society Oktoberfest II,Hollywood,active,False,,,https://www.germanamericanclubhollywood.org,www.germanamericanclubhollywood.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Oktoberfest Indian Rocks Beach,Indian Rocks Beach,active,False,,,https://www.facebook.com/oktoberfestIRB/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Miami Carnival J’ouvert,Lauderhill,active,False,,,https://miamicarnival.org/events/,miamicarnival.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10*,Lumberjack Festival,Milton,needs_verification,True,,?,https://www.facebook.com/events/5988-highway-90-milton-fl-32583-1713-united-states/lumberjack-festival-2025/646850058142977/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10*,Oktoberfest at Tioga,Newberry,needs_verification,True,,?,https://www.facebook.com/events/1651608048859624,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Orlando Latino Fest,Orlando,active,False,,,https://latinofestusa.com/orlandolatinofest/,latinofestusa.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Ormond Beer Beach Festival,Ormond Beach,active,False,,,https://ormondbeachbeerfestival.com,ormondbeachbeerfestival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Taste of the Beach,Pensacola Beach,active,False,,,https://www.pensacolabeachchamber.com/event-detail/p3Q|VCOYs0ojtq450igETQ2/taste-of-the-beach-festival,www.pensacolabeachchamber.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Fishermen’s Village International Culture Fest,Punta Gorda,active,False,,,https://www.fishermensvillage.com/events,www.fishermensvillage.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Sanford Street Fest,Sanford,active,False,,,https://www.sanfordstreetfest.com/,www.sanfordstreetfest.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,Celtoberfest,Sarasota,active,False,,,https://www.facebook.com/newworldceltssarasota/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,ROCKtoberfest,Sarasota,active,False,,,https://destinationdowntownsarasota.com/rocktoberfest/,destinationdowntownsarasota.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-10,10/10,North Central Florida Rocktoberfest,Williston,active,False,,,https://www.facebook.com/events/809436608593259,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Bedner’s Fall Festival III,Boynton Beach,active,False,,,https://bedners.com/fall-festival/,bedners.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Hunsader Farms Pumpkin Festival I,Bradenton,active,False,,,https://www.hunsaderfarms.com/pumpkin-festival,www.hunsaderfarms.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Flamingo Gardens Harvest Festival II,Davie,active,False,,,https://flamingogardens.org/events/,flamingogardens.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Mayhem Ranch Fall Festival III,Morriston,active,False,,,https://mayhemranchfla.com/event/mayhem-ranch-fall-festival/,mayhemranchfla.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Dakin Dairy Farms Harvest Festival I,Myakka City,active,False,,,https://dakindairyfarms.com/,dakindairyfarms.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Orlando Fire and Flavor Festival,Orlando,active,False,,,https://www.facebook.com/events/2085549756179485/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Forgotten Music Festival,Port St. Joe,active,False,,,https://www.facebook.com/ForgottenMusicFestival,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,Fruitville Grove Pumpkin Festival II,Sarasota,active,False,,,https://fruitvillegrovefarm.com/festival/,fruitvillegrovefarm.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,St. Augustine Greek Fest,St. Augustine,active,False,,,https://www.staugustinegreekfestival.com/,www.staugustinegreekfestival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,St. Pete Pier Fall Festival,St. Petersburg,active,False,,,https://www.facebook.com/events/1107335341643454,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-10,2026-10-11,10/10-10/11,HorsePower For Kids Fall Festival II,Tampa,active,False,,,https://www.facebook.com/HorsePowerforKids/events,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-11,2026-10-11,10/11*,Black Willow Fall Festival,Mims,needs_verification,True,,?,https://www.facebook.com/blackwillowranchvenue,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-11,2026-10-11,10/11,Flora-Bama Oktoberfest,Perdido Key,active,False,,,https://www.florabama.com/oktoberfest,www.florabama.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-11,2026-10-11,10/11,Sanford Food Truck Fiesta X,Sanford,active,False,,,https://sanfordfl.gov/event-calendar/,sanfordfl.gov,https://festivalguidesandreviews.com/florida-festivals/
2026-10-14,2026-10-18,10/14-10/18,Sacred Heart Fall Festival,Pinellas Park,active,False,,,https://www.facebook.com/profile.php?id=100057483938586,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-15,2026-10-18,10/15-10/18,Clearwater Jazz Holiday,Clearwater,active,False,,,https://www.clearwaterjazz.com/,www.clearwaterjazz.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-15,2026-10-18,10/15-10/18,Biketoberfest,Daytona Beach,active,False,,,https://www.daytonabeach.com/biketoberfest/,www.daytonabeach.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-15,2026-10-18,10/15-10/18,Our Lady of Lourdes Fall Festival,Dunedin,active,False,,,https://ollfallfestival.com/,ollfallfestival.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-15,2026-10-18,10/15-10/18,Oktoberfest at Fort Myers Brewing Company,Fort Myers,active,False,,,https://www.facebook.com/events/1403069331959938,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-15,2026-10-18,10/15-10/18,Blast on the Bay,Port St. Joe,active,False,,,https://blastonthebay.com/,blastonthebay.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-17,10/16-10/17,Celebration Rocktoberfest,Celebration,active,False,,,https://celebrationtowncenter.com/upcoming-events/,celebrationtowncenter.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-17,10/16-10/17,Beaches Oktoberfest,Jacksonville Beach,active,False,,,http://www.beachesoktoberfest.com/,www.beachesoktoberfest.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-17,10/16-10/17,Key West Goombay Festival,Key West,active,False,,,https://www.facebook.com/keywestgoombay2018/,www.facebook.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-17,10/16-10/17,III Points,Miami,active,False,,,https://www.miamiandbeaches.com/event/iii-points-festival/11099,www.miamiandbeaches.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-17,10/16-10/17*,Pinoy OktoberFest,Orlando,needs_verification,True,,?,https://asiatrend.org/event/pinoy-oktoberfest-in-orlando/,asiatrend.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Camping with the Blues,Brooksville,active,False,,,https://www.campingwiththeblues.com/,www.campingwiththeblues.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Cape Coral Oktoberfest I,Cape Coral,active,False,,,http://www.capecoraloktoberfest.com/,www.capecoraloktoberfest.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Fantasy Fest I,Key West,active,False,,,https://www.fantasyfest.com/,www.fantasyfest.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Oktoberfest of the Palm Beaches II,Lake Worth Beach,active,False,,,https://americangermanclub.org/signature-events/oktoberfest/,americangermanclub.org,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Saints Markella and Demetrios Greek Festival,Mary Esther,active,False,,,https://www.greekfestfwb.com/,www.greekfestfwb.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Oktoberfest Miami II,Miami,active,False,,,https://www.eventbrite.com/e/oktoberfest-miami-2026-the-biggest-german-beer-festival-tickets-1994591970276,www.eventbrite.com,https://festivalguidesandreviews.com/florida-festivals/
2026-10-16,2026-10-18,10/16-10/18,Raprager Family Farm’s Fall Festival V,Odessa,active,False,,,https://rapragerfarm.com/fall-festival,rapragerfarm.com,https://festivalguidesandreviews.com/florida-festivals/
